Record_ID,Timestamp,Flight_ID,Cargo_Volume,Cargo_Type,Shipment_Priority,Arrival_Departure,Terminal_ID,Gate_Assigned,Handling_Time,Waiting_Time,Workforce_Assigned,Equipment_Used,Equipment_Type,Facility_Utilization,Storage_Occupancy,Queue_Length,Flight_Delay,Peak_Hour_Indicator,Weather_Condition,Operational_Cost,Energy_Consumption,Throughput_Rate,Bottleneck_Flag,Demand_Forecast,Real_Time_Load,Allocation_Strategy,Allocation_Efficiency_Class
2508,2024-09-17 20:23:00,FL1994,55.5,Perishable,High,Arrival,T2,22,66.67,71.35,15,6,Conveyor,53.1,62.31,45,1.62,0,Rain,617.67,577.39,30.84,1,142.24,79.21,Baseline,Low Efficiency
2509,2024-02-16 02:47:00,FL1546,102.4,Hazardous,High,Departure,T1,36,44.92,18.27,40,11,Conveyor,56.97,49.2,25,67.21,1,Storm,4072.71,412.82,18.38,0,101.33,40.4,Adaptive,Low Efficiency
2510,2024-10-16 14:35:00,FL7183,107.71,Express,High,Departure,T4,19,43.85,58.11,24,2,Forklift,77.14,42.96,37,69.1,1,Clear,1460.68,864.74,92.54,1,100.85,32.54,Adaptive,Moderate Efficiency
2511,2024-06-07 14:51:00,FL6132,12.18,Hazardous,Critical,Arrival,T2,14,97.51,65.15,48,12,Crane,83.52,96.29,36,35.97,1,Clear,3232.84,959.68,109.6,0,123.32,51.8,Adaptive,Moderate Efficiency
2512,2024-11-08 20:33:00,FL2065,106.6,Hazardous,High,Departure,T3,14,41.27,41.26,24,3,Crane,52.46,50.82,35,87.37,0,Clear,3439.96,114.29,52.14,0,12.29,118.61,Baseline,Low Efficiency
2513,2024-06-03 06:22:00,FL3089,56.56,Hazardous,Critical,Departure,T1,29,95.73,60.68,31,11,Forklift,97.31,79.38,19,70.36,0,Clear,3640.92,1046.62,10.51,0,18.16,121.07,Adaptive,Low Efficiency
2514,2024-12-26 05:46:00,FL2015,63.7,Express,Medium,Departure,T1,17,93.91,110.79,10,1,Crane,40.49,53.85,45,11.08,0,Rain,3188.04,635.73,94.3,0,44.77,86.1,Baseline,Low Efficiency
2515,2024-07-14 13:01:00,FL8240,77.06,General,Medium,Arrival,T4,37,161.46,62.52,37,11,Conveyor,82.0,97.88,83,88.19,0,Rain,3329.54,1392.24,50.14,0,35.42,36.15,Adaptive,Low Efficiency
2516,2024-08-23 02:28:00,FL1897,111.53,Hazardous,Low,Arrival,T4,9,67.39,100.56,34,6,Conveyor,57.46,99.18,97,76.06,0,Clear,3116.77,1140.92,74.42,0,31.45,123.28,Adaptive,Low Efficiency
2517,2024-07-25 12:08:00,FL5939,7.2,Hazardous,Low,Departure,T3,1,109.7,41.5,38,5,Forklift,68.71,87.76,18,63.36,0,Fog,4676.8,819.33,33.03,0,87.36,131.37,Adaptive,Low Efficiency
2518,2024-09-02 22:41:00,FL8075,59.84,Perishable,Low,Departure,T1,4,138.96,116.71,9,10,Forklift,74.19,70.7,27,58.81,1,Storm,3490.63,1432.11,84.95,0,37.44,24.33,Baseline,Low Efficiency
2519,2024-04-05 02:17:00,FL2077,84.09,General,Low,Arrival,T3,7,115.35,15.75,20,2,Forklift,73.69,67.94,94,54.43,0,Clear,2088.21,1062.37,68.51,1,145.31,68.0,Optimized,Low Efficiency
2520,2024-12-19 09:53:00,FL2668,88.11,Express,Low,Arrival,T3,11,172.65,72.34,16,11,Conveyor,86.58,53.03,31,89.12,0,Clear,2104.86,1231.29,13.09,0,35.74,87.13,Adaptive,Low Efficiency
2521,2024-09-07 07:17:00,FL1914,84.64,Perishable,Low,Arrival,T1,14,116.36,95.84,16,8,Conveyor,89.43,38.54,39,43.06,0,Clear,858.23,1438.91,10.67,0,33.31,122.83,Baseline,Low Efficiency
2522,2024-02-05 06:00:00,FL1855,20.46,Hazardous,Low,Arrival,T3,42,164.3,98.61,15,9,Crane,44.4,35.53,67,14.92,0,Fog,4963.03,1346.47,58.15,1,90.23,98.5,Adaptive,Low Efficiency
2523,2024-02-03 10:54:00,FL5831,39.43,Perishable,Critical,Arrival,T3,19,59.21,27.8,25,14,Conveyor,82.18,62.58,22,26.5,0,Clear,4508.45,198.94,28.03,1,35.36,67.69,Baseline,Low Efficiency
2524,2024-03-13 12:11:00,FL7249,46.25,Perishable,Low,Arrival,T4,40,109.72,51.19,11,14,Forklift,63.94,98.52,52,33.77,0,Storm,693.81,394.31,109.62,0,103.14,74.91,Baseline,Low Efficiency
2525,2024-11-30 15:46:00,FL7581,97.51,Hazardous,High,Arrival,T4,3,106.93,76.78,38,3,Loader,89.12,47.28,10,28.48,1,Storm,4378.01,981.41,21.48,0,130.18,70.06,Optimized,Low Efficiency
2526,2024-01-12 20:32:00,FL2570,37.06,General,Low,Departure,T3,8,178.31,41.33,33,12,Loader,76.53,58.77,8,2.73,1,Rain,1122.91,325.28,88.78,0,71.01,27.76,Adaptive,Low Efficiency
2527,2024-03-31 11:12:00,FL7735,29.23,General,Critical,Arrival,T1,29,52.72,80.7,10,6,Loader,40.61,74.9,34,6.64,1,Fog,1575.72,750.64,48.49,0,58.98,120.05,Adaptive,Low Efficiency
2528,2024-04-25 00:57:00,FL4819,115.11,Perishable,Critical,Arrival,T4,37,42.56,48.56,40,6,Loader,79.99,54.57,53,0.44,0,Rain,3563.54,772.25,112.85,0,106.54,18.98,Baseline,Moderate Efficiency
2529,2024-11-17 08:01:00,FL1173,6.02,Hazardous,High,Departure,T3,43,117.87,45.35,38,14,Loader,95.54,30.25,18,61.12,1,Fog,3785.97,748.32,24.62,0,122.79,106.05,Adaptive,Low Efficiency
2530,2024-11-28 10:13:00,FL8428,119.75,Express,High,Departure,T2,9,55.79,17.43,12,10,Conveyor,44.99,57.74,12,59.81,0,Fog,2775.87,1251.5,95.55,0,52.4,31.43,Optimized,Low Efficiency
2531,2024-01-01 11:48:00,FL7290,82.83,Perishable,Low,Departure,T2,19,122.26,9.51,41,6,Forklift,69.65,86.32,64,6.13,0,Storm,4854.85,785.22,115.51,0,123.61,68.69,Adaptive,Low Efficiency
2532,2024-11-07 12:20:00,FL8605,100.27,Express,Critical,Arrival,T3,12,175.6,101.06,14,8,Forklift,77.55,96.08,57,28.37,0,Clear,2703.27,1316.19,115.27,0,117.34,26.96,Baseline,Low Efficiency
2533,2024-05-27 07:46:00,FL8014,38.88,Perishable,Critical,Arrival,T2,27,171.44,61.3,20,12,Crane,51.75,49.26,96,25.47,0,Storm,1662.62,1183.01,38.18,0,77.6,92.78,Baseline,Low Efficiency
2534,2024-04-06 01:20:00,FL2659,6.65,Perishable,Critical,Departure,T4,37,56.98,69.73,6,5,Forklift,79.04,94.52,2,40.82,1,Rain,540.77,999.43,42.61,0,74.12,136.18,Baseline,Low Efficiency
2535,2024-08-07 19:28:00,FL6564,89.85,Hazardous,High,Departure,T1,48,47.34,47.81,23,10,Crane,42.99,90.7,17,32.28,1,Fog,4402.85,909.2,26.44,1,24.65,95.23,Adaptive,Low Efficiency
2536,2024-04-25 18:19:00,FL1425,100.93,Hazardous,Medium,Departure,T3,25,109.72,20.73,11,10,Forklift,94.34,58.47,52,73.85,0,Rain,2278.89,425.13,50.99,0,22.27,65.03,Baseline,Low Efficiency
2537,2024-07-18 12:50:00,FL8439,90.15,Express,Critical,Arrival,T4,45,113.88,56.7,6,13,Crane,85.76,30.33,76,79.44,0,Storm,4021.42,1175.29,85.03,1,114.7,141.31,Baseline,Low Efficiency
2538,2024-03-08 23:14:00,FL9474,21.43,Express,Low,Departure,T1,38,125.96,31.33,49,8,Crane,96.46,89.14,71,18.54,0,Fog,3982.34,1226.22,11.18,0,91.91,51.51,Adaptive,Low Efficiency
2539,2024-09-19 11:03:00,FL6377,91.64,General,Medium,Arrival,T2,48,138.64,101.33,27,12,Forklift,65.11,50.07,79,10.89,0,Clear,696.05,785.14,81.53,0,78.48,45.84,Adaptive,Low Efficiency
2540,2024-07-01 07:52:00,FL4153,93.43,Hazardous,Low,Arrival,T2,17,116.15,118.48,35,3,Loader,42.05,82.91,2,75.54,0,Fog,4197.08,408.53,11.96,0,16.44,110.14,Baseline,Low Efficiency
2541,2024-03-01 00:24:00,FL2769,80.73,Perishable,Critical,Arrival,T2,44,37.88,107.25,8,7,Forklift,60.49,70.01,27,45.13,0,Rain,1801.17,1164.15,83.41,0,17.82,143.96,Baseline,Low Efficiency
2542,2024-09-27 18:26:00,FL2682,93.1,Perishable,Low,Arrival,T2,33,146.43,65.75,20,1,Forklift,70.95,45.52,26,29.19,0,Rain,4285.54,1220.18,102.45,0,138.91,118.98,Baseline,Low Efficiency
2543,2024-04-30 12:45:00,FL1201,102.28,General,Low,Departure,T4,39,32.72,77.24,14,4,Loader,96.15,75.37,25,4.63,1,Rain,2714.77,893.97,49.62,0,102.52,64.03,Baseline,Low Efficiency
2544,2024-02-07 17:02:00,FL2106,75.56,Hazardous,Medium,Departure,T4,14,23.2,114.03,25,5,Forklift,92.98,83.54,12,54.55,0,Rain,3162.16,1076.02,54.73,1,64.04,48.54,Optimized,Low Efficiency
2545,2024-10-15 14:34:00,FL4172,15.19,Perishable,High,Departure,T1,28,143.15,66.95,32,7,Crane,75.64,63.21,17,18.7,1,Fog,956.17,1183.14,90.04,0,108.01,74.89,Optimized,Low Efficiency
2546,2024-08-10 11:09:00,FL3064,61.08,General,High,Arrival,T3,18,107.74,78.44,16,14,Loader,83.79,82.35,65,3.39,1,Fog,2206.8,508.21,99.02,0,46.11,113.7,Baseline,Low Efficiency
2547,2024-06-19 11:57:00,FL9337,13.93,General,Low,Departure,T1,33,131.77,77.36,17,6,Loader,97.23,58.35,95,40.03,1,Storm,4869.02,495.81,119.96,1,67.3,49.27,Adaptive,Low Efficiency
2548,2024-11-08 13:21:00,FL5198,51.87,Perishable,Low,Arrival,T3,42,81.24,86.43,44,13,Conveyor,91.04,98.62,40,53.74,0,Storm,4666.51,1091.19,69.47,0,74.65,127.5,Adaptive,Low Efficiency
2549,2024-03-07 09:49:00,FL6822,51.82,Perishable,High,Arrival,T2,15,21.77,78.63,21,6,Crane,79.53,46.79,5,15.42,0,Fog,4973.91,817.37,104.0,0,14.31,99.1,Optimized,Moderate Efficiency
2550,2024-03-10 07:27:00,FL7897,12.59,Express,Critical,Arrival,T2,11,72.96,82.13,22,13,Crane,72.4,84.45,92,58.63,1,Storm,2795.97,817.25,16.17,0,148.99,77.63,Optimized,Low Efficiency
2551,2024-01-01 18:59:00,FL8887,45.11,Hazardous,High,Departure,T2,36,117.3,88.48,14,2,Forklift,68.56,82.47,28,17.0,1,Fog,4182.23,1442.21,21.78,0,63.43,22.65,Optimized,Low Efficiency
2552,2024-06-04 09:48:00,FL8284,17.76,Express,Medium,Arrival,T2,15,56.11,98.05,32,11,Forklift,85.4,67.06,72,1.87,1,Clear,2547.72,1219.08,105.75,0,145.4,68.87,Adaptive,Moderate Efficiency
2553,2024-12-13 04:48:00,FL4046,97.95,General,Critical,Arrival,T4,48,130.05,51.35,17,2,Crane,88.53,54.52,52,13.4,1,Fog,4736.31,458.45,51.63,0,100.7,43.54,Optimized,Low Efficiency
2554,2024-02-26 18:04:00,FL4983,113.98,Perishable,Medium,Departure,T1,30,147.1,90.77,38,2,Crane,53.06,61.2,14,52.83,0,Storm,4936.96,668.93,34.87,0,140.08,81.27,Adaptive,Low Efficiency
2555,2024-04-06 15:05:00,FL3255,13.32,Express,Medium,Departure,T3,15,92.68,16.52,10,10,Crane,68.44,74.06,6,57.18,0,Clear,4450.07,1262.03,54.58,0,17.6,101.55,Adaptive,Low Efficiency
2556,2024-06-13 16:58:00,FL1722,114.84,General,Medium,Departure,T3,49,160.12,105.76,16,13,Forklift,86.27,67.12,18,77.83,1,Storm,3295.23,202.51,67.82,0,144.51,54.53,Optimized,Low Efficiency
2557,2024-11-20 02:06:00,FL1991,65.1,Hazardous,Medium,Arrival,T4,23,156.77,38.36,33,12,Crane,80.54,83.31,37,5.62,0,Fog,4950.29,549.46,45.65,1,66.99,123.8,Baseline,Low Efficiency
2558,2024-01-07 18:18:00,FL3091,39.45,Perishable,High,Arrival,T2,43,160.49,51.4,17,8,Crane,75.49,55.25,74,85.77,1,Storm,4926.84,575.6,31.74,0,29.14,131.42,Baseline,Low Efficiency
2559,2024-01-06 20:54:00,FL6106,13.84,Express,Medium,Departure,T1,48,125.77,97.42,30,7,Loader,59.42,37.51,64,46.97,0,Fog,2637.86,646.35,14.07,0,103.96,43.03,Adaptive,Low Efficiency
2560,2024-09-07 04:23:00,FL8140,62.57,Hazardous,Medium,Arrival,T2,15,68.77,78.25,8,1,Crane,76.55,65.39,99,22.1,1,Storm,1866.97,462.79,94.43,0,116.77,13.9,Adaptive,Low Efficiency
2561,2024-03-28 19:31:00,FL9407,96.37,Express,Low,Arrival,T4,29,97.0,40.49,19,9,Conveyor,76.73,48.13,35,32.89,1,Storm,1343.39,998.66,109.44,0,100.95,34.01,Optimized,Moderate Efficiency
2562,2024-11-03 12:28:00,FL6861,86.31,General,Low,Departure,T3,11,133.68,30.92,20,11,Forklift,65.95,73.16,17,5.01,1,Fog,3546.56,653.08,11.89,0,85.61,73.5,Baseline,Low Efficiency
2563,2024-04-06 05:55:00,FL6098,10.78,Hazardous,Medium,Departure,T4,45,53.69,115.14,23,11,Loader,97.62,66.42,91,9.91,1,Clear,656.59,859.16,48.44,0,124.29,104.16,Optimized,Low Efficiency
2564,2024-12-13 20:25:00,FL9866,13.38,Express,Low,Departure,T3,18,138.21,15.09,30,8,Crane,79.19,84.51,88,79.42,1,Fog,3937.23,481.63,108.19,0,106.05,93.53,Baseline,Low Efficiency
2565,2024-02-21 13:48:00,FL3385,51.33,Hazardous,Low,Departure,T1,40,107.69,5.5,36,13,Crane,91.04,70.27,10,9.53,0,Fog,730.94,1305.84,12.27,0,96.6,91.58,Adaptive,Low Efficiency
2566,2024-06-15 17:08:00,FL3415,38.96,General,High,Departure,T3,31,35.36,82.39,10,9,Loader,47.74,60.15,51,5.03,0,Fog,1694.17,388.08,90.46,0,54.36,42.37,Optimized,Low Efficiency
2567,2024-10-05 22:37:00,FL8692,31.72,Hazardous,High,Departure,T1,9,109.17,75.66,10,4,Loader,85.41,38.39,81,53.84,0,Rain,2740.99,1328.24,36.76,0,132.83,32.46,Adaptive,Low Efficiency
2568,2024-03-06 01:10:00,FL6057,37.32,Express,High,Departure,T2,22,30.68,89.83,9,5,Loader,76.11,38.41,52,34.45,1,Rain,938.45,350.73,95.03,0,106.86,14.99,Optimized,Moderate Efficiency
2569,2024-03-15 14:02:00,FL6618,97.4,General,Medium,Departure,T2,11,22.29,89.14,6,11,Conveyor,58.5,74.82,64,36.53,0,Storm,663.34,618.18,84.72,0,135.93,70.33,Optimized,Low Efficiency
2570,2024-03-16 03:34:00,FL5768,111.86,Perishable,Critical,Arrival,T4,17,162.34,104.27,6,5,Conveyor,48.18,91.65,33,10.82,0,Rain,2659.11,1190.83,113.53,1,94.86,52.18,Adaptive,Low Efficiency
2571,2024-08-16 04:12:00,FL7042,51.59,Express,Critical,Arrival,T1,33,98.39,111.04,41,11,Loader,62.78,59.04,97,3.98,1,Clear,4490.4,789.72,43.73,0,121.98,86.76,Adaptive,Low Efficiency
2572,2024-09-24 15:36:00,FL1132,109.2,Express,High,Arrival,T2,11,106.93,94.13,7,9,Crane,66.48,67.16,17,77.92,1,Fog,2337.41,432.08,26.67,1,133.82,94.32,Optimized,Low Efficiency
2573,2024-08-05 21:51:00,FL9481,41.97,General,High,Arrival,T1,39,64.79,31.71,10,8,Forklift,48.45,71.38,82,35.06,1,Clear,1401.26,1028.79,64.45,1,85.83,50.32,Baseline,Low Efficiency
2574,2024-04-09 20:30:00,FL3369,59.79,General,Medium,Arrival,T2,8,106.84,58.3,35,13,Conveyor,80.21,63.41,49,9.91,0,Fog,2337.58,278.74,118.33,0,110.11,87.44,Optimized,Moderate Efficiency
2575,2024-10-05 16:32:00,FL1939,30.99,Perishable,Critical,Arrival,T2,4,47.02,78.8,47,10,Forklift,58.43,34.17,7,18.02,1,Clear,3751.86,401.42,14.45,1,90.71,95.21,Adaptive,Low Efficiency
2576,2024-04-06 22:53:00,FL4889,78.65,Express,Low,Arrival,T3,36,139.3,67.03,9,6,Forklift,88.36,71.24,90,9.26,0,Rain,686.13,459.43,29.62,0,110.89,133.2,Adaptive,Low Efficiency
2577,2024-04-14 00:32:00,FL9308,117.58,General,Low,Arrival,T4,19,151.74,23.27,14,11,Conveyor,78.9,39.6,65,43.03,0,Fog,638.35,918.24,104.3,1,83.2,30.5,Optimized,Low Efficiency
2578,2024-02-19 19:34:00,FL1894,74.4,Perishable,Medium,Arrival,T3,24,156.94,72.77,31,10,Forklift,58.63,68.91,62,72.32,0,Rain,2582.52,873.13,85.49,0,122.01,63.76,Adaptive,Low Efficiency
2579,2024-01-07 04:06:00,FL7915,46.15,Perishable,Low,Arrival,T1,41,37.06,106.95,28,11,Crane,61.6,84.28,75,35.41,0,Rain,3545.12,827.36,56.74,0,123.02,54.5,Optimized,Low Efficiency
2580,2024-04-29 12:08:00,FL6633,79.5,General,Critical,Arrival,T2,49,109.24,53.13,26,10,Conveyor,96.53,30.38,10,55.79,0,Fog,3261.91,236.37,64.3,1,16.51,45.68,Optimized,Low Efficiency
2581,2024-11-16 11:17:00,FL4201,19.14,Express,Medium,Departure,T4,18,149.4,81.93,29,1,Conveyor,96.89,60.13,31,60.79,1,Clear,3370.2,1192.16,38.14,0,38.51,69.55,Adaptive,Low Efficiency
2582,2024-09-12 17:27:00,FL4282,107.2,Hazardous,Medium,Arrival,T2,33,40.51,75.83,7,7,Forklift,65.1,82.2,25,64.09,1,Storm,1245.73,284.5,115.87,1,37.09,141.95,Optimized,Moderate Efficiency
2583,2024-06-04 03:24:00,FL4297,62.85,Hazardous,High,Departure,T2,46,35.92,48.36,20,9,Forklift,80.75,67.0,57,54.5,0,Rain,2924.31,1414.25,47.73,1,55.14,128.04,Adaptive,Low Efficiency
2584,2024-04-20 05:27:00,FL2120,56.68,Perishable,Medium,Arrival,T3,36,150.71,70.01,34,12,Loader,98.8,46.47,65,49.87,0,Rain,2200.65,191.3,51.79,1,76.69,83.13,Optimized,Low Efficiency
2585,2024-10-26 19:09:00,FL6595,72.37,Hazardous,Low,Departure,T1,10,147.48,29.17,47,4,Conveyor,99.64,78.83,43,43.05,1,Fog,997.23,1331.95,61.6,0,112.9,65.9,Baseline,Low Efficiency
2586,2024-11-18 03:13:00,FL4102,76.85,Hazardous,High,Arrival,T4,14,91.79,67.8,8,4,Forklift,44.33,84.84,3,42.62,0,Fog,1076.28,516.89,33.5,1,52.08,70.46,Optimized,Low Efficiency
2587,2024-06-07 04:37:00,FL8794,13.25,General,High,Departure,T4,7,37.55,96.87,47,5,Crane,73.21,55.38,55,29.96,1,Clear,3404.05,1079.76,31.61,1,101.17,45.37,Adaptive,Low Efficiency
2588,2024-03-04 02:58:00,FL8657,83.5,Perishable,Medium,Arrival,T4,12,102.58,92.28,44,8,Conveyor,83.6,50.82,48,45.41,1,Rain,4807.49,566.5,76.07,0,130.57,102.08,Baseline,Low Efficiency
2589,2024-03-14 03:45:00,FL6425,32.82,Express,High,Departure,T1,22,83.17,46.16,20,11,Loader,51.21,68.16,65,43.12,1,Storm,978.35,1108.02,95.22,0,72.65,46.98,Adaptive,Low Efficiency
2590,2024-04-11 22:54:00,FL6499,87.1,Perishable,Low,Arrival,T4,27,102.97,17.89,44,5,Crane,89.31,55.58,71,28.75,0,Rain,2727.01,773.61,92.74,1,102.02,25.58,Baseline,Moderate Efficiency
2591,2024-03-30 16:19:00,FL5909,99.59,General,Low,Departure,T1,48,90.38,96.99,45,4,Loader,68.11,88.52,60,27.1,0,Clear,1615.67,837.49,72.22,1,128.67,54.93,Optimized,Low Efficiency
2592,2024-10-06 15:26:00,FL7859,97.46,Hazardous,Low,Arrival,T4,37,110.96,35.48,12,8,Loader,69.87,84.53,14,40.15,1,Storm,1767.24,1103.01,80.28,0,111.49,78.19,Baseline,Low Efficiency
2593,2024-09-12 23:31:00,FL6384,68.54,Express,Medium,Departure,T2,11,136.34,11.1,28,11,Crane,56.46,51.83,87,72.27,1,Fog,1510.04,287.0,72.01,0,24.48,111.97,Adaptive,Low Efficiency
2594,2024-11-08 16:06:00,FL3658,64.82,Perishable,High,Departure,T1,36,143.98,56.2,20,5,Loader,58.01,61.99,81,22.29,1,Fog,2955.61,472.88,106.24,1,31.24,78.22,Optimized,Low Efficiency
2595,2024-08-17 00:20:00,FL2717,21.43,Hazardous,High,Departure,T3,13,123.84,90.04,31,8,Loader,45.05,92.26,14,76.09,1,Fog,755.21,1277.04,52.62,0,21.51,14.87,Baseline,Low Efficiency
2596,2024-04-11 19:42:00,FL8443,94.16,Perishable,Medium,Departure,T4,32,51.83,97.98,6,1,Loader,95.89,40.32,9,65.16,1,Clear,3841.24,1205.74,23.56,0,49.52,108.61,Baseline,Low Efficiency
2597,2024-06-29 10:22:00,FL1691,36.21,Express,Medium,Departure,T3,8,83.54,117.95,24,3,Loader,62.91,82.8,85,23.57,1,Fog,3230.28,1486.42,57.9,0,10.56,118.37,Optimized,Low Efficiency
2598,2024-07-20 16:21:00,FL9125,62.12,Perishable,High,Departure,T1,7,31.4,26.78,24,7,Loader,49.73,52.18,45,1.24,0,Storm,2231.74,132.14,105.79,0,95.35,24.44,Adaptive,Moderate Efficiency
2599,2024-03-02 08:21:00,FL4594,37.69,Perishable,Low,Departure,T2,43,92.27,38.79,24,12,Conveyor,48.54,38.36,2,6.91,1,Fog,1480.33,299.06,109.09,0,13.71,110.97,Optimized,Low Efficiency
2600,2024-06-29 17:01:00,FL1060,20.39,Perishable,Low,Departure,T3,43,175.25,75.09,23,1,Forklift,64.44,38.19,32,79.46,0,Clear,2913.44,572.24,74.84,0,72.83,101.95,Optimized,Low Efficiency
2601,2024-07-26 11:21:00,FL4654,77.4,Hazardous,Critical,Arrival,T3,17,122.68,98.3,22,11,Conveyor,77.93,49.34,8,72.62,0,Rain,4798.19,1070.76,16.85,0,79.11,64.63,Adaptive,Low Efficiency
2602,2024-01-20 12:47:00,FL4772,11.25,Express,High,Arrival,T2,22,44.74,31.92,17,5,Conveyor,86.67,68.37,36,34.16,0,Rain,3686.48,541.76,89.46,1,100.36,121.49,Baseline,Moderate Efficiency
2603,2024-08-07 15:42:00,FL8643,91.09,Express,Critical,Arrival,T2,46,62.97,52.14,21,6,Forklift,95.48,93.55,90,5.55,1,Storm,1757.1,584.35,81.84,0,43.51,109.48,Baseline,Moderate Efficiency
2604,2024-05-29 14:25:00,FL4492,41.52,Hazardous,Medium,Departure,T1,34,30.33,51.97,37,14,Forklift,78.14,51.21,37,73.0,1,Clear,3843.13,418.41,59.69,0,131.49,89.69,Optimized,Low Efficiency
2605,2024-05-17 08:50:00,FL4916,5.02,Hazardous,High,Departure,T4,20,49.19,93.89,32,12,Crane,65.24,43.95,15,22.97,1,Fog,2768.18,1373.43,27.93,0,80.59,116.77,Adaptive,Low Efficiency
2606,2024-10-12 06:20:00,FL8876,63.78,Hazardous,Low,Arrival,T3,8,98.05,32.71,9,13,Loader,65.32,63.51,34,85.78,0,Fog,716.08,866.58,76.71,1,106.62,71.04,Baseline,Low Efficiency
2607,2024-08-03 04:58:00,FL6431,10.39,General,Low,Arrival,T3,22,75.18,116.41,32,1,Forklift,74.46,40.96,21,47.06,1,Rain,3278.91,323.56,63.05,0,58.46,95.23,Baseline,Low Efficiency
2608,2024-02-09 17:39:00,FL7158,36.76,Perishable,Medium,Departure,T1,27,52.63,63.7,29,7,Crane,72.28,49.02,87,64.37,0,Fog,1552.53,915.09,16.65,1,47.38,15.72,Optimized,Low Efficiency
2609,2024-06-23 06:47:00,FL4363,86.3,Perishable,Medium,Departure,T4,34,43.46,37.44,24,9,Crane,78.45,99.06,9,41.56,1,Rain,2343.46,323.31,53.76,0,91.76,73.16,Optimized,Low Efficiency
2610,2024-12-26 08:47:00,FL7558,12.21,Express,Low,Arrival,T1,21,124.97,37.69,25,9,Conveyor,70.2,69.06,40,2.49,0,Rain,2653.1,480.59,113.26,0,135.33,94.71,Baseline,Low Efficiency
2611,2024-10-07 23:50:00,FL4018,101.52,Perishable,Low,Departure,T3,15,109.3,7.1,17,3,Crane,43.54,84.87,26,5.69,1,Fog,4096.89,1074.54,55.26,0,110.41,10.54,Adaptive,Low Efficiency
2612,2024-03-23 02:20:00,FL1110,5.44,General,Low,Arrival,T3,5,154.82,84.63,10,4,Loader,70.04,44.83,22,87.84,0,Rain,3110.31,1161.45,57.24,1,107.83,65.57,Adaptive,Low Efficiency
2613,2024-06-24 13:12:00,FL6944,33.38,Hazardous,High,Departure,T2,38,49.32,94.23,33,14,Conveyor,41.35,66.4,13,37.1,1,Rain,2030.43,706.32,71.32,0,79.15,84.78,Optimized,Low Efficiency
2614,2024-12-29 18:50:00,FL1162,90.2,Express,Medium,Arrival,T2,17,155.68,8.73,46,1,Forklift,50.84,65.74,25,16.49,0,Clear,3457.62,334.04,42.68,0,10.97,61.87,Adaptive,Low Efficiency
2615,2024-02-21 17:01:00,FL2208,41.37,Express,Low,Arrival,T4,8,112.47,72.38,13,13,Conveyor,63.25,86.89,71,64.83,0,Fog,1364.43,396.14,18.09,1,133.01,60.73,Adaptive,Low Efficiency
2616,2024-01-09 18:53:00,FL6863,16.72,Perishable,Low,Departure,T3,19,62.6,94.89,33,4,Conveyor,73.08,31.51,91,79.4,0,Clear,4202.57,855.45,76.14,0,43.76,130.18,Optimized,Low Efficiency
2617,2024-09-19 22:38:00,FL1491,46.43,Express,Low,Arrival,T3,5,63.77,48.27,42,14,Loader,51.09,90.23,15,24.03,0,Fog,1406.44,924.52,64.46,0,76.37,145.02,Baseline,Low Efficiency
2618,2024-08-18 10:45:00,FL2887,36.1,Hazardous,High,Departure,T2,23,82.46,54.77,5,5,Loader,56.58,35.57,76,51.4,0,Fog,3013.39,1316.09,85.16,1,37.0,23.52,Baseline,Low Efficiency
2619,2024-04-06 02:34:00,FL3333,101.91,Express,Low,Departure,T1,19,93.62,46.59,34,7,Conveyor,62.45,94.16,45,22.08,0,Fog,1423.08,475.39,62.41,0,123.95,137.5,Optimized,Low Efficiency
2620,2024-10-08 16:29:00,FL5760,41.04,Hazardous,High,Departure,T1,14,33.2,41.3,36,5,Forklift,51.83,40.0,97,74.03,0,Fog,1965.03,956.79,37.21,1,14.71,63.02,Adaptive,Low Efficiency
2621,2024-11-02 11:07:00,FL8215,95.73,General,Low,Departure,T3,10,154.72,61.48,27,8,Loader,99.93,67.26,21,7.81,0,Storm,2401.2,103.71,52.28,0,101.89,43.3,Optimized,Low Efficiency
2622,2024-09-23 02:02:00,FL4185,107.57,General,Low,Departure,T3,31,39.45,24.1,43,7,Conveyor,88.28,36.96,89,33.53,1,Storm,2153.39,759.74,11.49,1,16.8,30.95,Baseline,Low Efficiency
2623,2024-05-05 19:22:00,FL6896,54.89,Hazardous,Critical,Arrival,T4,13,97.35,55.68,14,1,Loader,88.66,61.3,40,34.19,1,Rain,4702.4,657.35,27.07,0,138.55,114.65,Optimized,Low Efficiency
2624,2024-12-08 23:34:00,FL1719,109.64,Perishable,High,Departure,T4,22,81.27,113.31,48,12,Loader,74.13,50.95,47,57.32,1,Clear,1505.71,268.21,96.46,0,17.69,111.29,Optimized,Low Efficiency
2625,2024-02-23 03:37:00,FL1486,48.39,Express,Low,Departure,T2,37,101.97,8.15,25,2,Crane,97.68,59.41,86,16.04,0,Clear,1310.67,1347.73,112.48,0,134.57,23.26,Baseline,Moderate Efficiency
2626,2024-01-13 03:40:00,FL4262,115.87,Perishable,High,Arrival,T3,39,162.0,23.95,30,7,Forklift,83.93,68.15,61,42.75,0,Rain,2828.91,251.28,50.16,0,45.29,144.33,Optimized,Low Efficiency
